Payer,Bankruptcy month,FLAG_BAD_DEBT,# POCs,Rent,Average Receivables,Average Overdue,Payment Term Days,Payment Behavior Status,Credit Limit,Std Dev AR,Max Credit Utilization,Avg Credit Utilization,fb_rating
30164876,01-03-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30164882,01-10-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.5
30164886,01-12-2019,0,1,0,10710.63833,-91.03333333,21,EXCELLENT,10800,0.162401532,0.62975463,0.513662778,4.6
30164889,01-10-2019,0,1,6397,11723.225,-148.2183333,14,EXCELLENT,7800,0.133320317,0.460116667,0.320544872,4.4
30164891,01-08-2019,0,22,0,74467.94667,0,28,EXCELLENT,2500,0,0,0,0
30164898,01-06-2019,0,1,0,115.605,-115.605,28,EXCELLENT,2500,0,0,0,0
30164900,01-11-2019,0,1,0,0,0,28,EXCELLENT,8000,0,0,0,4.7
30164907,01-08-2019,0,1,0,30.56333333,-122.2533333,14,EXCELLENT,2500,0,0,0,0
30164909,01-11-2019,0,1,0,0,0,28,EXCELLENT,8000,0,0,0,0
30164915,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,5
30164919,01-07-2019,0,1,0,84.71833333,-10.245,14,EXCELLENT,2500,0,0,0,0
30164921,01-06-2019,0,1,12296.18,10475.805,-9451.123333,28,EXCELLENT,2500,1.099803774,0,-0.4918472,4.5
30164951,01-08-2019,0,1,0,104.3033333,-939.7566667,28,EXCELLENT,2500,0,-0.29246,-0.29246,0
30164955,01-03-2019,0,1,0,0,0,14,AVERAGE,3400,0,0,0,0
30164960,01-07-2019,0,1,0,120.795,0,14,EXCELLENT,2500,0.04557603,0.07894,0.03947,0
30164965,01-10-2019,0,1,0,13491.49667,-66.71,14,EXCELLENT,25000,0.062661177,0.2915096,0.2463344,0
30164967,01-08-2019,0,4,0,34794.91333,-409.6666667,28,EXCELLENT,13000,0.061922195,0.492060769,0.401146538,4.55
30164969,01-04-2019,0,1,0,8065.565,-2211.631667,28,EXCELLENT,23800,0,0,0,0
30164972,01-02-2019,0,1,0,191.375,0,14,AVERAGE,4000,0,0,0,0
30164985,01-06-2019,0,1,0,5166.356667,0,14,EXCELLENT,3400,0.122722104,0.686241176,0.521224706,0
30164989,01-06-2019,0,1,0,2390.715,-13.51166667,14,EXCELLENT,2500,0.140336386,0.488156,0.3920456,0
30164991,01-12-2019,0,1,0,3608.163333,-66.59,21,EXCELLENT,205800,0.001152456,0.017426919,0.016207502,0
30164992,01-07-2019,0,1,0,2145.658333,0,28,EXCELLENT,2500,0,0,0,0
30164993,01-12-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30164995,01-08-2019,0,1,0,6080.586667,-46.01666667,21,EXCELLENT,9500,0,0,0,0
30165001,01-08-2019,0,1,0,4534.64,0,14,EXCELLENT,4400,0.349979663,0.842625,0.475174432,4.4
30165002,01-08-2019,0,1,0,201.6666667,-1714.166667,28,EXCELLENT,2500,2.057,0,-1.0285,0
30165009,01-05-2019,0,1,0,329.9266667,-659.8533333,14,EXCELLENT,2500,0,0,0,0
30165017,01-05-2019,0,1,0,28.00333333,-112.0133333,14,EXCELLENT,2500,0,0,0,0
30165019,01-05-2019,0,1,9239.8,7590.153333,-6718.33,28,EXCELLENT,2500,0.093076,0.186152,0.046538,0
30165023,01-12-2019,0,1,0,14455.00667,-88.4,9,EXCELLENT,15800,0.122801628,0.497751899,0.367644177,4.6
30165024,01-08-2019,0,2,0,0,0,14,GOOD,36200,0,0,0,0
30165026,01-07-2019,0,1,0,0,0,28,AVERAGE,2500,0,0,0,0
30165029,01-10-2019,0,2,2885.82,11516.03,1724.28,14,STRUCTURAL OFFENDER,15000,0.131403585,0.277756667,0.190710333,0
30165030,01-01-2019,0,1,907.56,1290.195,0,14,EXCELLENT,2500,0.227496791,0.394036,0.197018,0
30165031,01-10-2019,0,1,0,0,-9.22,14,EXCELLENT,0.01,0,-922,-922,0
30165032,01-10-2019,0,2,8641.76,52679.20667,-664.0766667,28,EXCELLENT,50000,0.040012692,0.4822492,0.4270155,1.85
30165033,01-11-2019,0,1,5503.56,2751.78,0,28,AVERAGE,2500,0,0,0,4.7
30165035,01-09-2019,0,1,12062.36,11994.05,-103.0666667,14,EXCELLENT,11800,0.183481571,0.444022034,0.223328475,0
30165036,01-10-2019,0,1,0,969.8766667,-283.6133333,14,EXCELLENT,2500,0,0,0,0
30165047,01-03-2019,0,1,0,38.055,-38.055,28,EXCELLENT,2500,0.045666,0,-0.022833,0
30165049,01-11-2019,0,1,0,0,0,28,EXCELLENT,8000,0,0,0,0
30165061,01-10-2019,0,1,0,0,0,28,EXCELLENT,3000,0,0,0,4.4
30165064,01-08-2019,0,1,0,2023.895,-2031.608333,14,EXCELLENT,3300,0.000509118,-0.806572727,-0.807013636,4.8
30165065,01-09-2019,0,1,0,3302.291667,-5848.333333,28,EXCELLENT,3000,0,0,0,5
30165074,01-07-2019,0,1,0,14376.43833,-427.74,28,EXCELLENT,21700,0.04099817,0.259700461,0.229996198,4.6
30165077,01-07-2019,0,1,0,0,-152.22,28,EXCELLENT,0.01,0,-15222,-15222,0
30165085,01-07-2019,0,1,0,516.525,0,14,EXCELLENT,2600,0.112446154,0.224892308,0.056223077,0
30165089,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30165100,01-06-2019,0,1,0,3274.536667,-3274.536667,26,EXCELLENT,2500,0,0,0,4.6
30165101,01-08-2019,0,1,0,74.06,0,14,EXCELLENT,2500,0.041673142,0.07218,0.03609,0
30165105,01-03-2019,0,1,0,508.46,-60,14,EXCELLENT,0.01,0,0,0,0
30165106,01-05-2019,0,1,0,1442.596667,0,14,EXCELLENT,2600,0.123982912,0.420330769,0.261856731,4.6
30165113,01-09-2019,0,1,0,9293.975,-62.71666667,14,EXCELLENT,13000,0.68232749,1.801768462,0.761220308,0
30165116,01-11-2019,0,1,0,4009.795,0,14,EXCELLENT,10700,0.020178105,0.259497196,0.234926636,0
30165119,01-01-2019,0,1,0,1362.883333,0,9,EXCELLENT,2600,0.207527508,0.43715,0.279175962,0
30165120,01-03-2019,0,1,0,1070.065,0,21,EXCELLENT,2800,0.169235714,0.338471429,0.253853571,0
30165123,01-09-2019,0,1,0,6000.3,86.47333333,14,AVERAGE,9000,0.217119219,0.585717778,0.197323111,0
30165124,01-01-2019,0,1,0,7039.298333,-204.53,30,EXCELLENT,12900,0.137027285,0.808366667,0.714916085,0
30165126,01-03-2019,0,1,0,2156.011667,0,6,EXCELLENT,2500,0,0,0,0
30165128,01-08-2019,0,4,0,50049.28,-4316.946667,21,AVERAGE,16500,0,0,0,1.1
30165129,01-07-2019,0,1,0,3360.946667,-60.46666667,28,EXCELLENT,5600,0.07198853,0.1901,0.091362054,4.8
30165131,01-07-2019,0,1,6757.4,6955.395,-1107.276667,28,EXCELLENT,10000,0.197393989,0.382034,0.190352,4.7
30165133,01-08-2019,0,1,0,6125.43,711.96,28,EXCELLENT,12500,0.1022184,0.2044368,0.1533276,0
30165135,01-01-2019,0,1,0,1778.095,-75.625,14,AVERAGE,7100,0.127305634,0.241829577,0.050871127,0
30165149,01-07-2019,0,1,0,185.2816667,0,14,EXCELLENT,2500,0,0,0,0
30165151,01-07-2019,0,1,0,39.83333333,0,28,EXCELLENT,15000,0,0,0,0
30165157,01-05-2019,0,1,0,3.388333333,-13.55333333,14,EXCELLENT,0.01,0,0,0,0
30165160,01-10-2019,0,1,0,5600.215,-4.386666667,14,EXCELLENT,9200,0.120491168,0.470180435,0.350042663,3.6
30165162,01-06-2019,0,1,0,9169.763333,0,21,EXCELLENT,9000,0.092609176,0.616171111,0.504175556,0
30165163,01-05-2019,0,1,0,230.545,-4.505,21,EXCELLENT,2500,0,0,0,0
30165167,01-03-2019,0,1,0,403.1116667,0,28,EXCELLENT,2500,0.070976169,0.228708,0.141959,0
30165171,01-08-2019,0,1,0,1465.58,-828.9,14,EXCELLENT,2500,0,-0.21396,-0.21396,0
30165172,01-06-2019,0,1,0,800.1916667,-800.1916667,21,EXCELLENT,2500,0,0,0,4.7
30165174,01-06-2019,0,1,0,56.46666667,-56.46666667,14,EXCELLENT,2500,0,0,0,0
30165177,01-06-2019,0,1,0,1006.838333,0,14,EXCELLENT,3600,0.05957382,0.133211111,0.026642222,0
30165180,01-07-2019,0,1,0,283.77,0,14,EXCELLENT,2500,0.073474,0.146948,0.036737,0
30165193,01-12-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30165194,01-03-2019,0,1,0,77.44,-77.44,28,EXCELLENT,2500,0.092928,0,-0.046464,0
30165195,01-08-2019,0,1,19348,12539.67333,-78.5,28,EXCELLENT,6105,0.027822183,0.327253071,0.300875921,0
30165196,01-03-2019,0,5,0,0,-19434.7,28,EXCELLENT,2500,0,-1.554776,-1.554776,0
30165202,01-03-2019,0,2,0,52413.85667,0,35,EXCELLENT,2500,0.480916628,1.26796,0.676826,2.1
30165203,01-08-2019,0,2,0,59012.55667,-2067.096667,28,EXCELLENT,114000,0,0,0,0
30165207,01-01-2019,0,1,0,3656.678333,-283.08,63,EXCELLENT,68600,0.019539381,0.131100583,0.108972668,0
30165213,01-05-2019,0,1,0,334.67,79.07666667,14,AVERAGE,2500,0.118556,0.229224,0.169946,0
30165216,01-09-2019,0,1,0,395.0466667,0,28,EXCELLENT,4000,0.146154287,0.26684,0.160104,0
30165219,01-10-2019,0,1,0,0,0,28,EXCELLENT,3000,0,0,0,0
30165230,01-08-2019,0,2,0,2494.703333,2095.96,14,STRUCTURAL OFFENDER,11000,0,0.024318182,0.024318182,0
30165231,01-09-2019,0,1,0,254.11,21.93833333,21,GOOD,3800,0.040205679,0.080692105,0.062711579,0
30165234,01-05-2019,0,2,0,12034.32,0,28,EXCELLENT,10500,0.080299404,0.522390476,0.455411905,2.2
30165235,01-01-2019,0,4,0,35773.67333,0,28,EXCELLENT,17900,0,0,0,0
30165236,01-05-2019,0,1,0,6251.046667,0,14,AVERAGE,7300,0.212680162,0.461558904,0.199043493,0
30165239,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30165240,01-09-2019,0,1,0,2.206666667,-6.62,14,EXCELLENT,2500,0,0,0,0
30165242,01-07-2019,0,1,0,2011.711667,0,14,EXCELLENT,5400,0,0,0,0
30165244,01-11-2019,0,1,10635.94,14226.14833,-29768.53667,14,STRUCTURAL OFFENDER,0.01,0,-1831733,-1902979.25,0
30165249,01-11-2019,0,1,3264.2,1632.1,-272.0166667,28,EXCELLENT,8000,0,0,0,0
30165255,01-05-2019,0,1,0,79.87666667,0,14,EXCELLENT,2500,0.043808,0.087616,0.021904,0
30165257,01-12-2019,0,1,0,0,-102.52,28,EXCELLENT,0.01,0,-10252,-10252,0
30165263,01-07-2019,0,1,9448.18,42154.66,1649.115,14,STRUCTURAL OFFENDER,19000,0.230737441,1.169706316,0.842558026,4.5
30165264,01-12-2019,0,1,0,3331.746667,0,14,EXCELLENT,3200,0.329285667,0.601190625,0.24047625,4.4
30165272,01-08-2019,0,1,0,292.8633333,0,14,EXCELLENT,2900,0.098571609,0.170731034,0.085365517,0
30165275,01-05-2019,0,1,8778.38,8680.416667,-2047.44,21,AVERAGE,2500,1.746484564,3.025,1.5125,4.6
30165285,01-05-2019,0,1,0,21636.14667,744.875,28,EXCELLENT,24800,0.089761184,0.805840726,0.747877319,4.7
30165293,01-12-2019,0,1,0,1424.745,0,14,EXCELLENT,2500,0.076137595,0.177372,0.0763048,0
30165295,01-01-2019,0,1,0,0,-1737.5,28,EXCELLENT,4000,0,-0.434375,-0.434375,3.8
30165304,01-01-2019,0,1,0,2020.136667,0,14,EXCELLENT,5000,0.079288996,0.166074,0.1044365,0
30165308,01-10-2019,0,1,0,62.03166667,-310.1583333,28,EXCELLENT,3000,0,-0.124063333,-0.124063333,0
30165323,01-09-2019,0,1,0,5058.101667,-1479.178333,28,EXCELLENT,3000,0,0,0,0
30165338,01-07-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30165345,01-03-2019,0,3,0,3122.755,0,28,EXCELLENT,2500,0.056968643,0.208152,0.141768,1.5
30165357,01-09-2019,0,1,0,398.0983333,0,14,EXCELLENT,3000,0.063381373,0.294476667,0.183353333,4.7
30165379,01-08-2019,0,1,0,262.1616667,227.9933333,14,STRUCTURAL OFFENDER,2500,0,0,0,0
30165387,01-12-2019,0,1,0,7447.505,0,14,EXCELLENT,10300,0.097206041,0.621506796,0.521745437,0
30165390,01-05-2019,0,1,0,186.6566667,0,10,AVERAGE,2500,0.019228,0.038456,0.009614,0
30165404,01-08-2019,0,1,0,0,0,21,EXCELLENT,2500,0,0,0,0
30165410,01-05-2019,0,1,0,208.5983333,0,14,AVERAGE,2500,0.057855116,0.100208,0.050104,4.8
30165412,01-05-2019,0,1,0,14929.735,-3.125,14,EXCELLENT,70900,0,0,0,0
30165436,01-03-2019,0,2,0,34710.62,0,30,STRUCTURAL OFFENDER,2500,0.092487017,3.31258,3.212467,1.9
30165438,01-07-2019,0,2,0,4052.45,0,14,EXCELLENT,2500,0.194656,0.389312,0.097328,0
30165440,01-05-2019,0,1,0,1673.631667,0,28,EXCELLENT,2500,0,0,0,0
30165453,01-05-2019,0,1,0,1160.916667,0,14,EXCELLENT,2500,0,0,0,0
30165458,01-11-2019,0,2,0,13266.94333,-189.3,14,EXCELLENT,30000,0,-0.00631,-0.00631,2.15
30165461,01-07-2019,0,1,0,850.7883333,0,14,AVERAGE,2500,0,0,0,0
30165463,01-11-2019,0,1,0,0,0,28,STRUCTURAL OFFENDER,2500,0,0,0,4.9
30165471,01-06-2019,0,1,0,236.1916667,-236.1916667,28,EXCELLENT,2500,0,0,0,0
30165474,01-08-2019,0,1,11190.68,5595.34,-4662.783333,14,AVERAGE,2500,1.119068,0,-0.559534,0
30165497,01-08-2019,0,1,0,975.545,0,14,EXCELLENT,2500,0,0,0,0
30165504,01-08-2019,0,1,10253.12,15790.38333,0,14,AVERAGE,25300,0.12546637,0.330292095,0.240324308,4.9
30165506,01-08-2019,0,1,0,546.5783333,0,14,EXCELLENT,2900,0.086067241,0.172134483,0.043033621,4.7
30165514,01-06-2019,0,1,0,2752.21,-105.8333333,21,EXCELLENT,9000,0.074057353,0.147044444,0.079892,0
30165520,01-12-2019,0,1,0,3753.955,0,28,EXCELLENT,7300,0.092552948,0.634991781,0.537699726,0
30165525,01-06-2019,0,1,12760.08,10235.58,-3.211666667,14,AVERAGE,3700,0.069358886,0.418008108,0.31019027,4.5
30165528,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30165544,01-11-2019,0,1,11491.84,11045.29333,6884.493333,28,STRUCTURAL OFFENDER,0.01,0,1093672,993672,3.9
30165545,01-12-2019,0,1,0,20012.2,6731.916667,14,STRUCTURAL OFFENDER,0,0,0,0,3.9
30165552,01-12-2019,0,1,0,3053.886667,0,14,AVERAGE,7100,0.057507006,0.130932394,0.093340845,0
30165566,01-05-2019,0,1,0,1306.573333,0,28,EXCELLENT,2500,0,0,0,0
30165579,01-11-2019,0,1,0,1742.615,-77.96666667,14,AVERAGE,6000,0.011680908,0.108716667,0.098,0
30165580,01-08-2019,0,1,0,169.3683333,0,14,EXCELLENT,7100,0,0,0,0
30165584,01-12-2019,0,1,0,6527.445,-203.7333333,14,EXCELLENT,9800,0.021545084,0.353439796,0.32426102,4.3
30165585,01-12-2019,0,1,0,80.735,8.09,14,EXCELLENT,2500,0.010634581,0.019416,0.0116496,0
30165596,01-11-2019,0,1,0,12410.66667,-1844.618333,21,GOOD,16200,0.07313265,0.819233951,0.735869599,4.3
30165597,01-12-2019,0,1,0,7560.483333,-68.15,14,EXCELLENT,9800,0.057575109,0.485381633,0.42088449,0
30165598,01-07-2019,0,1,0,1228.87,408.8216667,14,STRUCTURAL OFFENDER,0,0,0,0,4.5
30165599,01-06-2019,0,1,0,3651.385,-184.005,14,EXCELLENT,4100,0.10265681,0.376356098,0.230299024,4.7
30165603,01-09-2019,0,1,0,240.69,0,14,EXCELLENT,2500,0,0,0,0
30165604,01-07-2019,0,1,0,2044.766667,-32.825,14,GOOD,2500,0.542415165,1.083864,0.275181,0
30165607,01-07-2019,0,1,0,6250.061667,883.6833333,14,STRUCTURAL OFFENDER,7200,0.158425217,0.413595833,0.265285764,4.2
30165609,01-07-2019,0,1,0,3003.493333,-5.293333333,14,EXCELLENT,2900,0.113037952,0.661537931,0.518168966,0
30165612,01-11-2019,0,1,0,14212.87833,0,14,EXCELLENT,40000,0.016212755,0.060216,0.036010188,0
30165625,01-09-2019,0,1,0,0,0,28,EXCELLENT,3000,0,0,0,0
30165628,01-04-2019,0,1,0,9257.588333,-25.905,28,EXCELLENT,18100,0.217938459,0.68500884,0.551335359,0
30165631,01-09-2019,0,1,0,3882.475,0,14,EXCELLENT,14900,0.160349628,0.353727517,0.141491007,0
30165642,01-11-2019,0,1,0,394.37,2.241666667,30,AVERAGE,2500,0.07147,0.400992,0.365257,5
30165646,01-01-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30165647,01-09-2019,0,3,0,49610,0,28,EXCELLENT,3000,0,0,0,0
30165649,01-06-2019,0,1,0,1231.916667,-14.16833333,14,EXCELLENT,3200,0.136375121,0.291428125,0.145821875,0
30165652,01-10-2019,0,1,0,5012.683333,-1299.043333,28,EXCELLENT,23300,0.284620757,0.678342489,0.506930472,0
30165659,01-07-2019,0,1,0,1099.006667,0,28,EXCELLENT,110100,0,0,0,0
30165661,01-03-2019,0,1,0,1010.295,0,14,EXCELLENT,2500,0.130063159,0.225276,0.112638,4.1
30165662,01-11-2019,0,1,0,12911.585,-3365.693333,14,GOOD,0.01,0,423557,276415.75,4.6
30165664,01-01-2019,0,1,9376.48,30471.29667,-16.59333333,14,GOOD,25400,0.114438639,0.546620866,0.385262795,4.4
30165675,01-10-2019,0,1,0,2855.608333,-119.74,14,EXCELLENT,20000,0.089130386,0.1787845,0.065056625,0
30165676,01-08-2019,0,1,0,3716.418333,-66.66666667,28,EXCELLENT,4400,0.047177934,0.202870455,0.143885227,0
30165683,01-09-2019,0,1,0,2319.166667,1343.826667,21,AVERAGE,46100,0,0.108607809,0.108607809,4.4
30165714,01-06-2019,0,1,0,41350.81333,-17122.60333,45,AVERAGE,0,0,0,0,0
30165723,01-01-2019,0,1,0,0,0,28,STRUCTURAL OFFENDER,2500,0,0,0,0
30165724,01-05-2019,0,1,0,3873.175,-52.37,14,EXCELLENT,4400,0.256316608,0.621756818,0.321421591,0
30165728,01-09-2019,0,1,0,1192.97,0,14,EXCELLENT,4000,0.130309169,0.360885,0.176248,4.8
30165730,01-12-2019,0,1,0,5606.935,-10.52,21,EXCELLENT,5100,0.263364845,1.209609804,0.808849412,0
30165737,01-08-2019,0,1,0,0,0,17,EXCELLENT,2500,0,0,0,0
30165738,01-01-2019,0,2,0,1406.546667,-4909.12,28,EXCELLENT,3700,0.09770327,-0.494167568,-0.578781081,0
30165742,01-09-2019,0,1,0,1614.888333,0,14,EXCELLENT,4000,0,0,0,0
30165743,01-10-2019,0,3,0,7169.25,-128.435,28,EXCELLENT,8800,0.016237594,0.216642045,0.202072159,2.766666667
30165745,01-01-2019,0,1,0,927.3516667,269.1066667,14,STRUCTURAL OFFENDER,2900,0,0,0,0
30165748,01-12-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,4.9
30165750,01-08-2019,0,1,0,15.24666667,0,28,EXCELLENT,7000,0,0,0,0
30165751,01-08-2019,0,1,0,3434.916667,0,14,EXCELLENT,6900,0,0,0,0
30165753,01-06-2019,0,1,0,105.5116667,-105.5116667,28,EXCELLENT,2500,0,0,0,0
30165772,01-07-2019,0,2,32144.2,34973.00333,0,30,STRUCTURAL OFFENDER,2500,0,0,0,4.55
30165776,01-12-2019,0,1,6089.68,3044.84,0,27,AVERAGE,2500,0,0,0,5
30165780,01-07-2019,0,1,0,2291.74,0,14,EXCELLENT,2500,0,0,0,0
30165785,01-03-2019,0,1,0,4838.021667,0,14,EXCELLENT,6400,0.260420388,0.612889063,0.337024219,0
30165798,01-09-2019,0,1,0,1130.831667,0,14,EXCELLENT,3000,0.088705494,0.161953333,0.064781333,0
30165802,01-05-2019,0,1,0,2564.346667,0,9,EXCELLENT,2700,0.189719744,0.549418519,0.327513889,0
30165804,01-11-2019,0,1,0,6049.741667,0,14,EXCELLENT,14500,0.023470629,0.2282,0.204820345,0
30165825,01-12-2019,0,1,0,0,0,28,EXCELLENT,2500,0,0,0,0
30165828,01-10-2019,0,1,0,5968.041667,238.3233333,14,GOOD,11400,0.19880298,0.428519298,0.235800877,0
30165839,01-06-2019,0,1,0,1188.725,-1188.725,14,EXCELLENT,2500,0,0,0,0
30165840,01-08-2019,0,1,0,0,0,28,AVERAGE,3100,0,0,0,0
30165842,01-10-2019,0,1,0,0,-28.07,14,EXCELLENT,3000,0,-0.009356667,-0.009356667,0
30165844,01-04-2019,0,3,0,22469.235,0,14,EXCELLENT,9100,0.553212694,0.319136264,-0.215876923,0
30165848,01-04-2019,0,1,0,4176.333333,0,14,EXCELLENT,4600,0.111152415,0.579563043,0.445779565,0
30165849,01-08-2019,0,1,0,1690.213333,-44.26666667,14,EXCELLENT,3500,0.04237599,0.149345714,0.097777143,0
30165855,01-08-2019,0,1,0,7236.625,-5041.666667,14,EXCELLENT,4400,0,0,0,0
30165856,01-01-2019,0,1,0,3281.323333,0,14,EXCELLENT,3200,0.182090862,0.315390625,0.157695313,0
30165861,01-01-2019,0,6,0,15995.38,-215.08,14,EXCELLENT,2500,0.411102692,0.841688,0.614918,2.25
30165863,01-09-2019,0,1,0,0,-514.25,14,EXCELLENT,3000,0,-0.171416667,-0.171416667,0
30165869,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30165871,01-09-2019,0,1,0,717.35,-11.08,14,EXCELLENT,4900,0.102859127,0.23,0.046,0
30165873,01-08-2019,0,1,0,658.2466667,0,30,EXCELLENT,2500,0,0,0,4.8
30165903,01-08-2019,0,2,0,28917.16333,0,28,EXCELLENT,2500,0,0,0,2.3
30165942,01-08-2019,0,1,0,1678.313333,0,28,EXCELLENT,8400,0.041295238,0.200339286,0.138396429,0
30165949,01-01-2019,0,2,0,635.3133333,-6.6,14,EXCELLENT,2500,0.148224289,0.255412,0.127046,2.45
30165950,01-05-2019,0,4,0,13581.30667,-6426.36,14,EXCELLENT,4800,0,-0.33470625,-0.33470625,4.35
30165953,01-07-2019,0,1,0,6352.881667,0,28,EXCELLENT,8300,0.212538187,0.791268675,0.534950602,0
30165954,01-03-2019,0,2,0,2314.306667,0,14,EXCELLENT,2500,0.277287705,0.566076,0.226372,4.7
30165955,01-09-2019,0,3,0,72961.785,3660.755,21,GOOD,21000,0.65650735,1.974344286,1.330353905,0
30165976,01-11-2019,0,1,5677.32,4320.83,1091.406667,28,STRUCTURAL OFFENDER,2500,0.5418363,1.695464,1.22622,4.5
30165987,01-07-2019,0,1,0,2993.743333,0,28,EXCELLENT,2500,0,0,0,4.5
30165994,01-03-2019,0,1,0,2121.111667,-575.37,14,EXCELLENT,3500,0.104022857,0.043654286,-0.11238,0
30165997,01-08-2019,0,1,0,2698.548333,-11.505,14,EXCELLENT,7022.4,0,0,0,0
30165999,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30166000,01-01-2019,0,1,0,25.54166667,0,30,AVERAGE,2500,0,0,0,0
30166008,01-09-2019,0,3,0,0,0,28,EXCELLENT,3000,0,0,0,0
30166010,01-03-2019,0,2,0,8949.386667,0,14,AVERAGE,2500,0.251257225,0.988776,0.612397,4.8
30166013,01-09-2019,0,1,0,3761.095,0,14,EXCELLENT,3300,0.140505594,0.626224242,0.472098788,4.9
30166016,01-03-2019,0,2,0,12838.44333,-162.8933333,30,GOOD,2500,0.442879367,2.302148,1.964182,2.25
30166020,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,4.4
30166026,01-08-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30166031,01-10-2019,0,2,0,0,0,28,EXCELLENT,3000,0,0,0,0
30166043,01-09-2019,0,1,0,3048.643333,0,14,EXCELLENT,7700,0.103189274,0.238212987,0.060838442,0
30166050,01-12-2019,0,2,0,24822.85333,0,14,EXCELLENT,19600,0.168358039,0.58914898,0.392676122,0
30166072,01-03-2019,0,1,0,57.17333333,0,14,EXCELLENT,2500,0.079221695,0,-0.068608,0
30166075,01-09-2019,0,1,0,1331.14,-2270.928333,14,EXCELLENT,3000,0.083432852,-0.494233333,-0.596928667,0
30166078,01-03-2019,0,1,0,740.4033333,-740.4033333,28,EXCELLENT,2500,0.888484,0,-0.444242,0
30166080,01-09-2019,0,1,0,6408.206667,-11.635,14,AVERAGE,15400,0.067134367,0.154961688,0.037785195,0
30166082,01-12-2019,0,1,0,10272.04667,0,24,GOOD,20200,0.114683619,0.797190099,0.639775545,4.3
30166083,01-10-2019,0,1,0,0,0,28,EXCELLENT,3000,0,0,0,4.4
30166090,01-03-2019,0,1,5316.06,15485.62833,0,28,GOOD,25600,0.126400856,0.431458594,0.307757227,4.8
30166092,01-10-2019,0,1,0,1361.193333,0,9,EXCELLENT,4000,0.092715434,0.3744075,0.255159375,0
30166093,01-02-2019,0,1,0,19867.91167,472.2433333,21,STRUCTURAL OFFENDER,2500,1.415149764,1.219848,0.373925,4.4
30166099,01-11-2019,0,1,9089.98,17140.4,640.1933333,14,STRUCTURAL OFFENDER,25000,0.133784804,0.3567244,0.2258907,4.1
30166102,01-03-2019,0,2,0,6383.236667,-6383.236667,28,EXCELLENT,2500,3.829942,0,-1.914971,0
30166107,01-05-2019,0,1,0,15420.93333,2592.996667,28,AVERAGE,16100,0.169706096,0.866647826,0.756371739,4.1
30166108,01-06-2019,0,1,0,0,-582.16,28,EXCELLENT,2500,0,-0.232864,-0.232864,4.1
30166111,01-11-2019,0,2,0,13275.66,-700.96,14,EXCELLENT,30000,0.020188833,0.00991,-0.02037325,0
30166112,01-04-2019,0,1,0,13395.28,0,28,EXCELLENT,20700,0.089513681,0.583357971,0.476678841,0
30166113,01-07-2019,0,1,0,9329.003333,-1027.696667,28,EXCELLENT,2500,0,0,0,0
30166119,01-09-2019,0,1,0,0,0,21,EXCELLENT,3500,0,0,0,0
30166120,01-10-2019,0,1,0,1125.025,0,14,EXCELLENT,4000,0.509998071,1.0371075,0.418293125,0
30166121,01-10-2019,0,1,8024.42,8635.178333,0,14,EXCELLENT,15600,0.066891126,0.163729487,0.097575481,5
30166122,01-08-2019,0,2,3988.66,10656.52,-856.4333333,14,STRUCTURAL OFFENDER,0.01,0,265637,3360.75,2.3
30166125,01-11-2019,0,1,0,4926.45,0,14,EXCELLENT,11800,0.185943823,0.42000339,0.141573093,4.6
30166127,01-01-2019,0,1,0,0,0,28,EXCELLENT,9600,0,0,0,4.7
30166128,01-03-2019,0,1,0,0,0,14,EXCELLENT,23700,0,0,0,0
30166130,01-03-2019,0,1,0,3375.055,-16.62,14,STRUCTURAL OFFENDER,2500,0.317329228,0.988884,0.51724,0
30166131,01-04-2019,0,1,0,1669.37,0,14,EXCELLENT,2500,0,0,0,0
30166133,01-06-2019,0,1,0,81.87666667,-184.3966667,28,EXCELLENT,2500,0,-0.041008,-0.041008,0
30166146,01-01-2019,0,1,0,68.18166667,0,28,EXCELLENT,2500,0,0,0,0
30166161,01-12-2019,0,1,0,1471.781667,130.3733333,14,AVERAGE,2500,0.384284337,0.701604,0.2806416,4.3
30166171,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30166183,01-10-2019,0,1,0,1334.681667,0,14,EXCELLENT,3000,0.023646444,0.254513333,0.229770833,4.4
