Payer,Bankruptcy month,FLAG_BAD_DEBT,# POCs,Rent,Average Receivables,Average Overdue,Payment Term Days,Payment Behavior Status,Credit Limit,Std Dev AR,Max Credit Utilization,Avg Credit Utilization,fb_rating
30247813,01-07-2019,0,1,0,1243.8,0,14,EXCELLENT,2500,0,0,0,0
30247832,01-06-2019,0,1,0,0,-934.2,14,EXCELLENT,0.01,0,-93420,-93420,0
30247833,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30247968,01-10-2019,0,1,0,3786.665,822.6333333,14,STRUCTURAL OFFENDER,25100,0,-0.000557769,-0.000557769,0
30247974,01-07-2019,0,1,0,1834.36,0,14,EXCELLENT,2500,0,0,0,0
30248009,01-05-2019,0,4,0,134186.3467,-3654.34,14,GOOD,0,0,0,0,1.1
30248061,01-08-2019,0,1,0,135.855,0,14,EXCELLENT,2500,0,0,0,0
30248129,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30248138,01-03-2019,0,1,0,152.46,-152.46,14,EXCELLENT,2500,0.182952,0,-0.091476,0
30248151,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30248196,01-05-2019,0,1,0,20818.19833,1069.171667,30,AVERAGE,22100,0.197211038,0.646114932,0.486131448,0
30248258,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30248294,01-08-2019,0,1,0,100.2083333,0,14,EXCELLENT,2500,0,0,0,0
30248302,01-05-2019,0,1,0,878.465,-132.5666667,14,EXCELLENT,2500,0.142577083,0.306132,0.212493,0
30248304,01-08-2019,0,3,0,22514.46,-20.04,14,EXCELLENT,4800,0.40854508,1.311704167,0.849211979,0
30248427,01-01-2019,0,1,0,4352.065,0,14,EXCELLENT,3200,0.344940771,0.829009375,0.442898438,0
30248436,01-06-2019,0,1,0,329.08,0,14,EXCELLENT,2500,0,0,0,0
30248517,01-11-2019,0,1,0,3885.923333,-36.96666667,14,AVERAGE,25500,0.036750336,0.184923529,0.141154804,0
30248705,01-10-2019,0,1,0,4199.196667,1720.62,14,STRUCTURAL OFFENDER,8000,0.089241105,0.34955875,0.274744375,0
30248799,01-03-2019,0,1,0,1490.286667,-612.1,14,GOOD,2500,0,-0.252964,-0.252964,0
30248947,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30249051,01-05-2019,0,1,0,433.3233333,-866.6466667,14,EXCELLENT,2500,0,0,0,0
30249101,01-12-2019,0,1,0,0,-65.49,14,EXCELLENT,0.01,0,-6549,-6549,0
30249162,01-04-2019,0,1,4377.3,6215.155,737.5866667,14,STRUCTURAL OFFENDER,2500,0.3883447,1.732672,1.0972368,4.7
30249188,01-07-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.8
30249250,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30249257,01-05-2019,0,1,0,0,-3025,14,EXCELLENT,2500,0,-1.21,-1.21,4.1
30249276,01-03-2019,0,1,0,0,-17.14166667,14,EXCELLENT,2500,0.02375219,0,-0.02057,0
30249315,01-09-2019,0,1,0,2571.61,-52.05,14,EXCELLENT,4000,0.200343141,0.504145,0.274827,0
30249316,01-12-2019,0,1,6467.64,6658.851667,-101.6666667,21,GOOD,8800,0.103754605,0.286243182,0.2226825,4.6
30249319,01-10-2019,0,1,0,2270.898333,-18.15,14,EXCELLENT,6500,0.052542102,0.223341538,0.154689231,0
30249335,01-03-2019,0,1,0,107.3666667,-229.5566667,14,EXCELLENT,2500,0.12884,-0.048876,-0.113296,0
30249474,01-01-2019,0,1,0,525.3516667,-326.845,14,EXCELLENT,2500,0.093228973,0.399884,0.285924,0
30249520,01-10-2019,0,1,0,4355.3,-2086.038333,14,EXCELLENT,33000,0,0,0,0
30249544,01-12-2019,0,1,0,463.9633333,-48.33666667,14,EXCELLENT,2500,0,-0.06,-0.06,0
30249639,01-10-2019,0,1,0,1081.948333,0,14,EXCELLENT,4000,0.028307484,0.1324225,0.1079075,0
30249657,01-10-2019,0,3,0,0,0,14,EXCELLENT,3000,0,0,0,0
30249677,01-06-2019,0,1,0,209.685,0,14,EXCELLENT,2500,0,0,0,5
30249784,01-10-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30249788,01-06-2019,0,2,0,6924.673333,0,14,EXCELLENT,2500,0,0,0,0
30249874,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30249888,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30249939,01-11-2019,0,3,0,10179.125,-20362.03,14,EXCELLENT,8000,0,-0.000315,-0.000315,0
30249948,01-07-2019,0,1,0,2425.581667,0,14,GOOD,5300,0,0,0,0
30249952,01-01-2019,0,1,16750.94,18422.97,0,28,EXCELLENT,17400,0.075197985,0.35308046,0.290056753,0
30249960,01-07-2019,0,1,7478.26,7415.33,2461.288333,14,STRUCTURAL OFFENDER,2500,0.863515085,1.495652,0.747826,4.6
30250000,01-03-2019,0,1,0,1938.533333,0,14,GOOD,3500,0,0,0,0
30250029,01-07-2019,0,1,0,39.325,0,14,EXCELLENT,2500,0,0,0,4.8
30250032,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30250037,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30250117,01-03-2019,0,3,0,52795.1,1292.055,14,EXCELLENT,14500,0.1445035,0.710633103,0.517309828,4.7
30250129,01-07-2019,0,1,0,2409.513333,0,14,EXCELLENT,2500,0,0,0,0
30250164,01-12-2019,0,1,0,50.83333333,-152.5,14,EXCELLENT,2500,0,0,0,4.6
30250166,01-06-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30250168,01-03-2019,0,2,0,24587.2,607.01,14,EXCELLENT,12500,0.241627728,0.8064192,0.4642938,0
30250193,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,4.7
30250257,01-05-2019,0,1,0,33.88,0,14,EXCELLENT,2500,0,0,0,4.7
30250258,01-04-2019,0,1,0,4537.42,0,21,EXCELLENT,8900,0.031918708,0.141833708,0.103749888,0
30250269,01-07-2019,0,1,0,812.845,-271.5583333,14,EXCELLENT,2500,0,0,0,0
30250295,01-01-2019,0,1,0,961.895,-178.45,14,EXCELLENT,2800,0.111078068,0.192392857,0.096196429,0
30250339,01-09-2019,0,2,0,0,0,14,EXCELLENT,0.01,0,0,0,0
30250360,01-08-2019,0,1,0,220.5183333,0,14,EXCELLENT,2500,0.064124,0.128248,0.032062,0
30250368,01-06-2019,0,1,0,11.73666667,0,14,EXCELLENT,2500,0,0,0,0
30250371,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30250425,01-04-2019,0,1,0,6720.426667,0,21,AVERAGE,2900,0.824072111,1.519882759,0.918118621,0
30250495,01-09-2019,0,1,0,0,0,14,EXCELLENT,0.01,0,0,0,0
30250530,01-05-2019,0,1,0,166.98,0,14,EXCELLENT,2500,0,0,0,4.7
30250604,01-11-2019,0,1,0,0,0,28,EXCELLENT,8000,0,0,0,0
30250694,01-03-2019,0,1,0,495.495,-698.17,14,EXCELLENT,2500,0,0,0,4.3
30250704,01-09-2019,0,3,0,171601.62,-37726.315,28,AVERAGE,170000,0.432787038,0.795160529,0.321066082,0
30250710,01-06-2019,0,1,0,21191.19,-31786.785,14,EXCELLENT,2500,0,0,0,0
30250713,01-01-2019,0,1,0,1282.113333,-29.83333333,14,EXCELLENT,2500,0.377242975,0.653404,0.326702,0
30250761,01-07-2019,0,1,0,1511.336667,0,14,EXCELLENT,3000,0.142384199,0.36245,0.239141667,0
30250780,01-06-2019,0,2,0,244.8133333,-489.6266667,14,EXCELLENT,2500,0,0,0,4.4
30250791,01-07-2019,0,1,0,244.5216667,0,14,EXCELLENT,2500,0,0,0,0
30250795,01-11-2019,0,1,0,0,0,14,EXCELLENT,0.01,0,0,0,4.5
30250821,01-03-2019,0,4,18931.52,74051,282.8,14,STRUCTURAL OFFENDER,9000,0.141571476,1.131034444,1.003235278,3.025
30250822,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30250824,01-07-2019,0,1,0,16365.59667,0,14,EXCELLENT,2500,0,0,0,0
30251222,01-05-2019,0,1,0,696.7583333,0,14,EXCELLENT,2600,0,0,0,0
30251248,01-11-2019,0,1,0,0.756666667,-44.77,14,EXCELLENT,8000,0,-0.00559625,-0.00559625,4.7
30251249,01-06-2019,0,1,0,763.57,0,14,EXCELLENT,2500,0,0,0,0
30251251,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30251308,01-08-2019,0,1,0,2171.31,0,14,EXCELLENT,5700,0,0,0,0
30251379,01-08-2019,0,1,0,18535.43667,3711.716667,28,EXCELLENT,32000,0.10228082,0.818091563,0.757590391,0
30251394,01-08-2019,0,2,0,0,0,14,EXCELLENT,2500,0,0,0,0
30262015,01-09-2019,0,1,0,0,-621.46,14,EXCELLENT,3000,0,-0.207153333,-0.207153333,4.4
30264069,01-10-2019,0,1,0,0,-31.86333333,14,EXCELLENT,3000,0,0,0,0
30266988,01-06-2019,0,1,0,1052.12,116.8133333,14,AVERAGE,2500,0.297203845,0.61928,0.0876256,0
30267048,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30267064,01-11-2019,0,1,0,33.81666667,0,14,EXCELLENT,9400,0,0,0,0
30267070,01-03-2019,0,1,0,53.40166667,0,14,EXCELLENT,2500,0,0,0,0
30267090,01-10-2019,0,2,0,268.4566667,-39.63333333,14,EXCELLENT,3000,0,0,0,2.35
30267112,01-06-2019,0,1,0,2391.573333,-13.93333333,14,EXCELLENT,2500,0.094924477,0.55596,0.4440912,0
30267194,01-07-2019,0,1,0,1085.026667,0,14,EXCELLENT,2500,0,0,0,4.7
30267196,01-07-2019,0,1,0,358.6533333,-145.38,14,EXCELLENT,2500,0.314357902,0.519672,0.172608,0
30267207,01-07-2019,0,1,0,10446.30167,0,25,EXCELLENT,3300,0.220143787,2.380754545,2.089079545,0
30267209,01-10-2019,0,1,0,486.1883333,0,14,EXCELLENT,4000,0,0,0,0
30267321,01-04-2019,0,1,0,3072.763333,0,14,EXCELLENT,5500,0.10015746,0.282343636,0.207752,4.6
30267328,01-09-2019,0,1,11208.28,6531.793333,0,14,STRUCTURAL OFFENDER,3000,4.23E-17,-2.08E-16,-2.27E-16,4.1
30267339,01-06-2019,0,1,0,1599.118333,0,14,EXCELLENT,4100,0.111898383,0.204297561,0.081719024,4.4
30275758,01-08-2019,0,2,5978.74,11340.89667,1181.193333,14,STRUCTURAL OFFENDER,3977,0.073166366,0.473678652,0.396458386,4.4
30297639,01-07-2019,0,1,0,4053.353333,-1712.225,14,EXCELLENT,3300,0.04426337,0.249512121,0.21752803,0
30297827,01-11-2019,0,2,0,3575.683333,0,14,EXCELLENT,9000,0.022760175,0.063844444,0.044296111,2.1
30297835,01-10-2019,0,1,0,73.125,0,14,EXCELLENT,3000,0,0,0,0
30300005,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30300566,01-10-2019,0,1,0,2533.368333,1921.195,30,STRUCTURAL OFFENDER,7000,0.061289311,0.394312857,0.357273571,0
30300646,01-06-2019,0,1,0,799.4516667,-799.4516667,14,EXCELLENT,2500,0,0,0,0
30300794,01-08-2019,0,1,0,13128.41,-146.0066667,14,EXCELLENT,0,0,0,0,0
30300797,01-03-2019,0,1,22896.52,13929.32833,0,14,EXCELLENT,0,0,0,0,4.9
30300874,01-11-2019,0,1,0,0,0,14,EXCELLENT,7500,0,0,0,0
30300975,01-09-2019,0,1,0,0,0,14,EXCELLENT,0.01,0,0,0,0
30301072,01-06-2019,0,1,0,7449.236667,-144.8166667,14,EXCELLENT,8280,0.302082375,0.945836957,0.57053913,0
30301090,01-10-2019,0,1,0,1193.886667,-3.966666667,14,EXCELLENT,4000,0.038244336,0.1438125,0.09411875,0
30310869,01-07-2019,0,1,0,18524.10833,-1964.363333,14,EXCELLENT,2500,0,0,0,0
30311592,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30312155,01-08-2019,0,1,0,1582.503333,0,14,EXCELLENT,10000,0,0,0,3.9
30312280,01-08-2019,0,1,0,803.5416667,0,14,EXCELLENT,2500,0,0,0,0
30312293,01-12-2019,0,1,0,0,-410.5,28,EXCELLENT,0.01,0,-41050,-41050,3.9
30312321,01-07-2019,0,1,0,83.69166667,0,14,EXCELLENT,2500,0,0,0,0
30312323,01-12-2019,0,1,0,0,0,14,AVERAGE,2500,0,0,0,4.8
30312339,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30312364,01-03-2019,0,1,0,100.8333333,-100.8333333,14,EXCELLENT,2500,0.121,0,-0.0605,4.4
30312426,01-05-2019,0,1,0,1582.411667,-183.2583333,14,EXCELLENT,4200,0,-0.194309524,-0.194309524,0
30312428,01-01-2019,0,1,0,5781.375,-4045.215,30,GOOD,7800,0.040007413,0,-0.034647436,0
30312440,01-12-2019,0,1,0,489.45,0,14,EXCELLENT,2500,0.054395362,0.133232,0.08928,4.8
30312452,01-11-2019,0,1,0,29.72666667,0,14,EXCELLENT,8000,0,0,0,4.4
30312468,01-09-2019,0,1,0,0,-337.59,14,EXCELLENT,3000,0,-0.11253,-0.11253,4.8
30312716,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30312740,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30312762,01-07-2019,0,1,0,4008.09,-61.64,14,EXCELLENT,3300,0.097797988,0.546306061,0.481064394,4.6
30312825,01-08-2019,0,1,0,5523.72,0,14,EXCELLENT,2500,0,0,0,4.7
30312867,01-05-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30312868,01-05-2019,0,1,0,697.1616667,0,14,EXCELLENT,2500,0,0,0,0
30312874,01-07-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30312906,01-12-2019,0,1,0,1252.23,0,14,EXCELLENT,2500,0.174988209,0.418276,0.1673104,4.5
30312920,01-10-2019,0,1,0,0,0,14,AVERAGE,0.01,0,0,0,4.6
30312943,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30312997,01-09-2019,0,1,0,103.5133333,-31.25666667,14,EXCELLENT,0.01,0,18180,9673.8,0
30313000,01-05-2019,0,1,0,38282.56167,-27254.37333,14,EXCELLENT,55500,0.005952311,0.115158559,0.110514234,4.2
30313005,01-05-2019,0,3,0,330258.365,-1068.225,30,GOOD,13400,0.347780205,1.14708209,0.774788246,0
30313012,01-08-2019,0,1,0,148.0233333,0,14,EXCELLENT,2500,0,0,0,0
30313039,01-06-2019,0,1,0,3793.53,0,14,EXCELLENT,2500,0,0,0,0
30313046,01-10-2019,0,2,0,15054.87667,554.8033333,30,EXCELLENT,2500,0,0,0,3.5
30313236,01-05-2019,0,1,0,11266.29667,-22532.59333,28,EXCELLENT,25100,0,0,0,4
30313242,01-07-2019,0,1,0,542.3716667,0,14,EXCELLENT,2500,0,0,0,0
30313247,01-01-2019,0,1,13735.16,9591.415,0,14,EXCELLENT,2800,0.828747576,1.5794,0.862857143,4.7
30313249,01-09-2019,0,1,0,18.46,-55.38,14,EXCELLENT,3000,0,0,0,0
30313253,01-08-2019,0,1,0,288.3833333,0,14,EXCELLENT,0,0,0,0,4.9
30313258,01-08-2019,0,1,0,8.47,0,14,EXCELLENT,2500,0,0,0,0
30313319,01-10-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30313542,01-06-2019,0,1,0,3302.628333,-2916.1,14,EXCELLENT,2500,2.32128724,0.927668,-0.7905328,0
30313601,01-09-2019,0,2,0,0,0,14,EXCELLENT,0.01,0,0,0,0
30313647,01-08-2019,0,1,0,22074.45333,-87.83333333,14,AVERAGE,30000,0.096833928,0.183817,0.085269167,0
30313682,01-05-2019,0,1,0,9691.381667,0,14,EXCELLENT,0.01,0,0,0,4.4
30313685,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30313705,01-01-2019,0,1,0,1059.823333,0,14,AVERAGE,2500,0.179173349,0.562008,0.337322,4.8
30313714,01-10-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30313765,01-04-2019,0,1,0,1821.605,-1599.933333,28,GOOD,3000,1.400176574,0,-0.626178,4
30313789,01-04-2019,0,1,0,1335.046667,0,14,EXCELLENT,4100,0.399583644,0.729536585,0.291814634,0
30313791,01-08-2019,0,1,0,1210.156667,0,14,EXCELLENT,3900,0.209512821,0.419025641,0.10475641,0
30313978,01-03-2019,0,1,0,6088.251667,0,14,EXCELLENT,8200,0,0,0,4.4
30322727,01-07-2019,0,1,0,884.665,-98.62,14,EXCELLENT,2500,0,-0.039448,-0.039448,4.3
30322780,01-12-2019,0,2,0,0,0,14,EXCELLENT,2500,0,0,0,0
30322781,01-10-2019,0,2,0,124813.1367,-37209.03333,14,EXCELLENT,2500,0,0,0,0
30322791,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.7
30322802,01-05-2019,0,1,0,0,0,14,STRUCTURAL OFFENDER,2500,0,0,0,0
30322810,01-09-2019,0,1,0,0,0,14,EXCELLENT,9600,0,0,0,0
30322822,01-11-2019,0,1,0,0,0,14,EXCELLENT,7500,0,0,0,0
30322826,01-09-2019,0,2,0,20226.76333,-40333.33333,14,EXCELLENT,0.01,0,0,0,2.3
30322838,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30322991,01-03-2019,0,1,0,742.96,-742.96,14,EXCELLENT,2500,0.891552,0,-0.445776,0
30323643,01-12-2019,0,1,0,248.1166667,0,21,EXCELLENT,2500,0.102797316,0.209208,0.0740312,0
30323650,01-09-2019,0,1,0,5452.968333,-10.59833333,14,EXCELLENT,39160,0.011992313,0.026815628,0.005363126,0
30323676,01-12-2019,1,2,0,12482.89,-9215.33,14,GOOD,0.01,0,245067,245067,0
30323732,01-01-2019,0,1,0,0,-4718.68,14,EXCELLENT,2500,0,-1.887472,-1.887472,0
30323792,01-06-2019,0,1,0,195.6166667,0,14,EXCELLENT,2500,0,0,0,0
30323806,01-06-2019,0,1,0,132.0916667,0,14,EXCELLENT,2500,0,0,0,0
30323816,01-09-2019,0,1,6279.38,11033.17167,523.2816667,14,EXCELLENT,4500,0.324004892,0.122508889,-0.255883111,0
30323821,01-12-2019,0,1,0,703.3766667,0,14,EXCELLENT,2500,0.12118252,0.221248,0.0884992,4.7
30323823,01-01-2019,0,1,0,2188.786667,-14.145,14,EXCELLENT,2500,0.269672209,0.721308,0.456634,0
30323897,01-09-2019,0,1,0,1314.681667,-694.3766667,14,EXCELLENT,4000,0.073512257,0.2447925,0.1275595,4.6
30324842,01-09-2019,0,1,0,6879.37,-126.8483333,14,EXCELLENT,7900,0.113753538,0.508674684,0.355061266,3.8
30324889,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30324952,01-01-2019,0,1,0,4310.341667,424.4683333,21,EXCELLENT,7500,0.293386313,0.847734667,0.593654667,0
30324979,01-09-2019,0,1,10923.68,10183.28333,12.02833333,30,GOOD,13287,0.050931643,0.414893505,0.35869647,4.5
30325178,01-05-2019,0,2,0,217.8,-435.6,14,EXCELLENT,2500,0,0,0,0
30325184,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.7
30325209,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30325213,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,4.7
30325250,01-10-2019,0,1,0,2032.696667,-56.28,14,EXCELLENT,6300,0.02516514,0.247957143,0.226163492,0
30325317,01-06-2019,0,1,0,355.1683333,48.49333333,14,AVERAGE,2500,0.195386505,0.335544,0.1219488,0
30325319,01-05-2019,0,1,0,0,-56.56,14,EXCELLENT,2500,0,-0.022624,-0.022624,0
30325346,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30326125,01-12-2019,0,1,0,84.785,-187.2583333,14,EXCELLENT,2500,0.056071917,0.017484,-0.02896,4.3
30326232,01-06-2019,0,1,0,2.34,-2.34,14,EXCELLENT,2500,0,0,0,4
30326253,01-05-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30326286,01-12-2019,0,1,0,304.1183333,-6563.95,14,EXCELLENT,2500,0,-2.416536,-2.416536,0
30326310,01-08-2019,0,1,0,2491.453333,0,14,EXCELLENT,2500,0,0,0,0
30326327,01-03-2019,0,1,0,6408.926667,-62.51666667,14,STRUCTURAL OFFENDER,7900,0.176674623,0.560564557,0.328281329,4.3
30326335,01-07-2019,0,1,0,49.81166667,0,14,EXCELLENT,2500,0,0,0,0
30326385,01-03-2019,0,1,0,85.56666667,0,14,STRUCTURAL OFFENDER,2500,0.118564651,0,-0.10268,4.4
30326464,01-06-2019,0,1,0,369.5833333,-319.5833333,14,EXCELLENT,2500,0,0,0,0
30326472,01-01-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30326548,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30326556,01-01-2019,0,1,0,5288.52,0,14,EXCELLENT,8900,0.119504787,0.337021348,0.212048876,0
30326686,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30326698,01-06-2019,0,1,0,510.9833333,-510.9833333,14,EXCELLENT,2500,0,0,0,0
30326752,01-01-2019,0,1,0,0,0,14,AVERAGE,0.01,0,0,0,0
30326790,01-03-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30326807,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30326832,01-05-2019,0,1,6456.68,9139.33,-239.6966667,14,EXCELLENT,5400,0.166573537,0.517716667,0.330121296,0
30326854,01-01-2019,0,1,0,1469.693333,804.8483333,28,GOOD,7000,0.032812945,0.367421429,0.342379643,0
30326862,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.4
30326881,01-11-2019,0,1,0,0,0,14,EXCELLENT,7500,0,0,0,0
30326919,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30326932,01-07-2019,0,1,0,608.8316667,0,14,EXCELLENT,2500,0,0,0,0
30326940,01-07-2019,0,2,0,638.38,0,14,EXCELLENT,2500,0,0,0,0
30326985,01-04-2019,0,1,0,0,0,14,EXCELLENT,4700,0,0,0,0
30327037,01-06-2019,0,1,4602.52,7977.3,88.59666667,30,STRUCTURAL OFFENDER,2500,0.229477336,1.257444,0.9426456,4.7
30327042,01-08-2019,0,1,0,15691.18333,-1782.846667,14,EXCELLENT,2500,0,-0.1452,-0.1452,4.7
30327045,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30327090,01-12-2019,0,1,0,4033.333333,0,14,EXCELLENT,2500,0,0,0,4.3
30327124,01-06-2019,0,1,0,676.4916667,-676.4916667,14,EXCELLENT,2500,0,0,0,0
30327127,01-11-2019,0,1,0,1701.5,345.1116667,14,STRUCTURAL OFFENDER,2500,0,0,0,0
30327149,01-01-2019,0,1,0,13585.85333,-645.4733333,14,EXCELLENT,17300,0,-0.111931792,-0.111931792,4.4
30327153,01-05-2019,0,1,0,5609.31,-2106.403333,14,EXCELLENT,2500,0,0,0,0
30327157,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30327171,01-07-2019,0,1,12786.76,11935.50333,3196.69,14,STRUCTURAL OFFENDER,0.01,0,593832,296916,0
30327197,01-11-2019,0,1,0,177.99,39.165,30,EXCELLENT,8000,0.020578125,0.07053,0.060240938,0
30327333,01-01-2019,0,1,0,10976.18333,-725.7816667,14,EXCELLENT,65000,0.01999432,0.092688462,0.070157538,4.6
30327595,01-07-2019,0,1,0,1091.575,0,14,EXCELLENT,2500,0,0,0,0
30327670,01-05-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30327728,01-07-2019,1,1,0,506.2133333,9767.62,14,STRUCTURAL OFFENDER,0,0,0,0,0
30327730,01-11-2019,0,1,0,1109.166667,-1109.166667,14,EXCELLENT,8000,0,0,0,4.9
30327737,01-02-2019,0,1,0,107.9233333,107.9233333,30,STRUCTURAL OFFENDER,0.01,0,64754,64754,0
30327827,01-05-2019,0,1,0,425.47,-2.475,14,EXCELLENT,2500,0.050079944,0.203012,0.130023,4.8
30327836,01-09-2019,0,1,0,0,0,14,EXCELLENT,0.01,0,0,0,4.3
30327855,01-05-2019,0,1,0,1207.096667,0,14,EXCELLENT,2500,0.2367077,0.472364,0.1976,4.4
30327859,01-03-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30327944,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30327977,01-03-2019,0,1,9836.1,29225.195,633.9366667,14,STRUCTURAL OFFENDER,8600,0.212048462,1.068906977,0.869235174,0
30328160,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30328175,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30328204,01-02-2019,0,1,0,6080.525,-209.0116667,14,STRUCTURAL OFFENDER,2500,3.756848788,1.396636,-1.163444,0
30328220,01-06-2019,0,2,0,17160.36667,0,14,EXCELLENT,4900,0.120035154,0.414877551,0.259381633,0
30330736,01-09-2019,0,1,0,5067.816667,0,30,EXCELLENT,15100,0.057301358,0.375335099,0.275182384,4.6
30330768,01-09-2019,1,1,0,0,-530.6,14,EXCELLENT,0.01,0,-53060,-53060,5
30330769,01-05-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,4.8
30330802,01-12-2019,0,1,0,1451.778333,0,14,EXCELLENT,2500,0.653953061,1.30442,0.6308712,0
30330804,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30330807,01-10-2019,0,1,0,20049.14333,-4922.49,28,AVERAGE,10000,0,0,0,0
30330812,01-01-2019,0,2,0,23345.70667,-8555.58,21,AVERAGE,0.01,0,0,0,0
30330870,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30330908,01-03-2019,0,1,0,3920.013333,0,28,EXCELLENT,2500,0,0,0,0
30330912,01-07-2019,0,1,0,2400.393333,-4411.961667,14,EXCELLENT,2900,0.123797827,-1.08112069,-1.257426724,4
30330945,01-06-2019,0,1,0,2146.258333,-129.5916667,14,EXCELLENT,2500,0,0,0,0
30330947,01-09-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30331004,01-05-2019,0,3,19736.86,106366.165,-166.35,30,EXCELLENT,26500,0.067818455,0.457547925,0.402599151,1.333333333
30331027,01-12-2019,0,1,0,0,0,14,EXCELLENT,2500,0,0,0,0
30331081,01-05-2019,0,1,0,66756.39667,-22181.65333,30,EXCELLENT,33500,0.209269076,0.859468358,0.661589328,0
30331087,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,0
30331197,01-03-2019,0,1,0,933.8466667,18.52333333,14,STRUCTURAL OFFENDER,2500,0.092851865,0.175692,0.079552,0
30331241,01-11-2019,0,1,0,0,-1296.39,14,EXCELLENT,14700,0,-0.088189796,-0.088189796,4.7
30331279,01-06-2019,0,2,0,2757.51,-77.5,14,GOOD,2500,0.14826891,0.290624,0.1604032,4.5
30331287,01-10-2019,0,1,0,0,0,14,EXCELLENT,3000,0,0,0,4.4
30331313,01-03-2019,0,2,0,2519.4,0,14,EXCELLENT,2500,0.206702,0.413404,0.103351,0
30331415,01-11-2019,0,1,0,0,0,14,EXCELLENT,8000,0,0,0,0
30331450,01-07-2019,0,1,0,5984.898333,-20.2,14,EXCELLENT,7100,0.330299422,0.747716901,0.257174648,0
