Payer,Bankruptcy month,FLAG_BAD_DEBT,# POCs,Rent,Perc Rent,Average Receivables,Average Overdue,Overdue,1 - 29 Days,30 - 59 Days,60 - 89 Days,Payment Term,Payment Term Days,Payment Behavior Status,Credit Limit,Std Dev AR,Max Credit Utilization,Avg Credit Utilization,Score Interval,Volume Variance,fb_likes,fb_rating,ta_reviews_average,w_avg_rating,FLAG_RENT_0,FLAG_RENT_1,sub_segment_Beer Bar,sub_segment_Beer bar,sub_segment_Bistro,sub_segment_Local Bar,sub_segment_Lounge Bar,sub_segment_Not applicable,sub_segment_Party Club,sub_segment_Party Pub,sub_segment_Quick Dining,sub_segment_Recreational,sub_segment_Restaurant,sub_segment_Sports Bar,sub_segment_Sports Club,poc_image_Mainstream,poc_image_Premium
30373138,2019-04-01,0,1,0.0,0.0,21930.993333333336,-2026.1066666666666,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,16500.0,0.12757887987878785,0.6762109090909091,0.5226378181818181,612.8258,3.524831869118425,9378.0,0.0,4.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30373239,2019-11-01,0,1,0.0,0.0,578.965,-350.11666666666673,-283.15,0.0,0.0,0.0,014I,14,EXCELLENT,12800.0,0.0,-0.02212109375,-0.02212109375,708.6516799999998,0.9125000000000003,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30373337,2019-06-01,0,1,0.0,0.0,1143.255,-159.0616666666666,-292.32,0.0,-202.28,0.0,014I,14,EXCELLENT,3500.0,0.049184064514285725,0.08131142857142856,0.035651999999999996,708.6516799999998,1.3018271166061108,0.0,0.0,0.0,4.1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30373347,2019-03-01,0,1,0.0,0.0,2129.186666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,2.9502875883999984,0.0,-2.555024,0.0,2.3118195403116766,2436.0,4.6,4.0,4.323225806451611,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30373355,2019-06-01,0,1,0.0,0.0,1237.9516666666666,-1237.9516666666666,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,0.1819049382616653,0.0,0.0,0.0,4.2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30373419,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021I,21,AVERAGE,0.01,0.0,0.0,0.0,640.0844,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30373957,2019-01-01,0,2,4619.16,3.484474089084018,32190.686666666665,-766.9633333333333,-1314.74,0.0,0.0,-1314.74,014I,14,EXCELLENT,61100.0,0.02049992941080196,0.08465515548281506,0.06400896072013093,721.68168,9.656336509795569,1608.0,4.5,0.0,4.4426761860893595,0.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
30373970,2019-12-01,0,1,0.0,0.0,0.0,-326.7,-326.7,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,-0.13068,-0.13068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30374046,2019-06-01,0,1,0.0,0.0,939.2883333333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.08138031612,0.308672,0.2336672,655.6788799999999,1.4084946002754222,2058.0,4.8,4.5,4.621532846715328,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30374094,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,1.7999999999999996,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30374095,2019-12-01,0,1,0.0,0.0,5335.196666666667,-587.2083333333333,-652.42,-652.42,0.0,0.0,014I,14,EXCELLENT,30800.0,0.052620319642857134,0.1756366883116883,0.1178174025974026,693.12648,1.2048021510991884,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30374860,2019-09-01,0,1,0.0,0.0,643.6866666666666,-32.105,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,2500.0,0.13787053128,0.251716,0.1510296,680.0964799999999,1.19279464174282,0.0,0.0,0.0,4.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30374901,2019-09-01,0,1,0.0,0.0,18445.25833333333,-1383.4666666666665,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,23100.0,0.08169288017316018,0.3485670995670995,0.27624588744588746,679.15328,1.4091207225695683,11048.0,4.3,4.0,4.083628318584071,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30374906,2019-05-01,0,1,0.0,0.0,1010.5916666666667,1004.7433333333332,3014.23,0.0,3014.23,0.0,014I,14,AVERAGE,2500.0,0.0,1.205692,1.205692,680.77908,11.331446540880508,0.0,0.0,3.5,3.51875,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30374921,2019-04-01,0,1,0.0,0.0,13713.395,-25.74,-154.44,-154.44,0.0,0.0,014I,14,EXCELLENT,9200.0,0.17868810173913036,0.7459902173913043,0.4446678260869565,629.0576,3.1846314367152115,3366.0,4.5,4.0,4.29756690997567,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30374962,2019-06-01,0,2,0.0,0.0,44294.66333333334,1331.97,3622.72,3622.72,0.0,0.0,021I,21,GOOD,9900.0,0.3971102225252525,1.3612565656565656,1.0173266666666667,690.53828,1.348506074622488,597.5,4.65,4.5,4.552297920039855,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
30374964,2019-03-01,0,1,0.0,0.0,592.4333333333333,-592.4333333333333,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.71092,0.0,-0.35546,0.0,2.8508017960230916,0.0,0.0,5.0,4.715789473684211,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30374994,2019-01-01,0,1,0.0,0.0,7616.489999999999,0.0,0.0,0.0,0.0,0.0,014I,14,GOOD,6400.0,0.2145713246875,0.6126890625,0.43822578125,679.15328,6.825282423144407,0.0,4.7,0.0,4.529629629629628,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30375002,2019-10-01,0,1,0.0,0.0,3818.33,108.68,0.0,0.0,0.0,0.0,014I,14,STRUCTURAL OFFENDER,14800.0,0.14887912932432432,0.3000135135135135,0.1710804054054054,708.6516799999998,1.0734408803154478,0.0,0.0,0.0,4.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30375024,2019-03-01,0,1,0.0,0.0,5404.6466666666665,1566.9499999999996,0.0,0.0,0.0,0.0,014I,14,STRUCTURAL OFFENDER,2500.0,0.4342459220000002,0.7521359999999999,0.376068,0.0,15.81664953546591,0.0,0.0,3.5,3.8435294117647056,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375026,2019-08-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,721.68168,0.8224016640339085,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30375029,2019-08-01,0,1,0.0,0.0,184.38333333333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,6.163490373710175,1178.0,4.7,4.5,4.564545454545455,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30375033,2019-02-01,0,1,0.0,0.0,0.0,62.62,62.62,0.0,0.0,0.0,014I,14,STRUCTURAL OFFENDER,2500.0,0.0,0.025048,0.025048,0.0,4.899765844656643,0.0,4.6,4.0,4.479220779220778,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375034,2019-06-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,GOOD,0.01,0.0,0.0,0.0,0.0,2.4045279952725656,0.0,0.0,0.0,4.2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30375063,2019-11-01,0,1,0.0,0.0,6122.138333333332,-52.23333333333333,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,10000.0,0.3160429264,0.739348,0.34873075,694.55928,1.15069164937294,694.0,4.8,4.5,4.585044642857143,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375080,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,689.20208,1.7413793103448276,0.0,0.0,3.5,4.380851063829788,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375081,2019-01-01,0,1,0.0,0.0,6839.3499999999985,-1599.936666666667,-2581.46,905.76,-3487.22,0.0,014I,14,EXCELLENT,4500.0,0.0,-0.5736577777777778,-0.5736577777777778,614.5922,12.488350083374641,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30375083,2019-05-01,0,1,0.0,0.0,1175.8366666666668,-2351.6733333333336,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,5.5828750042701465,1378.0,4.5,3.5,4.108888888888889,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375087,2019-11-01,0,1,0.0,0.0,1712.9283333333335,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,9000.0,0.0,0.0,0.0,708.6516799999998,1.5906940063091486,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30375088,2019-01-01,0,1,6456.18,0.8333333333333334,5380.1500000000015,0.0,0.0,0.0,0.0,0.0,014I,14,AVERAGE,2500.0,0.645618,1.291236,0.322809,0.0,13.023659404457204,0.0,4.2,4.0,4.115254237288137,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30375173,2019-10-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,1.2490421455938696,479.0,4.8,4.0,4.391304347826087,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375177,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30375271,2019-10-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.705286343612335,0.0,0.0,0.0,3.8,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30375488,2019-11-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,8000.0,0.0,0.0,0.0,0.0,14.145057888967306,0.0,0.0,4.5,4.430351437699682,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30375502,2019-01-01,0,1,0.0,0.0,4895.056666666668,-48.4,-290.4,-290.4,0.0,0.0,014I,14,EXCELLENT,2500.0,0.6494595148,1.389188,0.514343,0.0,9.26670544840856,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30375884,2019-06-01,0,1,0.0,0.0,0.0,-50.82,-50.82,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,-0.020328,-0.020328,0.0,0.5927981860463766,648.0,4.8,4.0,4.629333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30375887,2019-06-01,0,1,0.0,0.0,12566.545,-105.95166666666668,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,7700.0,0.9398231485714286,1.0399753246753247,-0.18247818181818184,721.68168,1.2805842507699605,0.0,0.0,0.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30375911,2019-05-01,0,1,0.0,0.0,2908.3416666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,4300.0,0.06990715562790698,0.4055674418604651,0.34436046511627905,668.70888,3.3355332325472524,466.0,4.8,4.5,4.623157894736843,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30375943,2019-11-01,0,1,0.0,0.0,2416.148333333333,0.0,0.0,0.0,0.0,0.0,024I,24,EXCELLENT,9500.0,0.04859195072631579,0.20265473684210528,0.16187473684210527,680.0964799999999,1.204922519881894,0.0,0.0,4.0,4.232978723404255,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376002,2019-09-01,0,1,4668.72,0.7110764120929649,3319.816666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,1.5349261616814842,1215.0,4.6,4.0,4.411023622047244,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30376025,2019-07-01,0,1,0.0,0.0,435.6,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,5.229780587858943,6941.0,4.3,0.0,4.306432748538011,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30376026,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,0.01,0.0,0.0,0.0,0.0,2.5890520233706313,0.0,0.0,4.0,4.1880000000000015,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30376049,2019-09-01,0,1,6222.7,2.240876682683293,13944.303333333333,-10.933333333333332,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,40000.0,0.061087139699999994,0.277803,0.2279266,702.23208,1.3437348259962152,1362.0,4.4,0.0,4.286075949367088,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30376077,2019-05-01,0,1,0.0,0.0,1149.2216666666666,-536.5516666666666,138.44,809.99,0.0,0.0,014I,14,GOOD,2500.0,0.18705917780000006,0.055376,-0.106622,671.586,1.144927536231884,0.0,0.0,0.0,4.1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30376078,2019-11-01,0,1,0.0,0.0,1226.7633333333333,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,14000.0,0.03373178571428572,0.1449042857142857,0.09430660714285714,708.6516799999998,1.046844204998807,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30376112,2019-05-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,5200.0,0.0,0.0,0.0,721.68168,1.9553626739240892,0.0,0.0,0.0,4.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30376141,2019-03-01,0,1,0.0,0.0,611.4566666666666,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.109589041095891,2145.0,4.5,4.0,4.303735632183908,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376175,2019-08-01,0,1,0.0,0.0,8745.021666666666,-117.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,8600.0,0.06442223546511627,0.4658302325581396,0.4187991279069768,563.5154,1.5909884785486914,0.0,0.0,3.5,4.00728862973761,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30376391,2019-08-01,0,1,0.0,0.0,730.315,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,1.6294286013731034,0.0,0.0,4.0,4.169175627240144,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376392,2019-10-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,3.0254237288135593,0.0,0.0,0.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30376400,2019-11-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,7500.0,0.0,0.0,0.0,0.0,0.8508790970262644,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30376474,2019-11-01,0,1,12730.02,1.6788350162319725,21371.603333333336,1841.665,-173.9,-173.9,0.0,0.0,014I,14,STRUCTURAL OFFENDER,0.01,0.0,899825.0,837850.0,654.6754,1.0721876416860918,0.0,4.5,3.5,4.2215189873417724,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376556,2019-10-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,8500.0,0.0,0.0,0.0,721.68168,0.7172429713013191,0.0,0.0,0.0,4.8,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30376562,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,9.468254060730354,828.0,4.4,0.0,4.300000000000002,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30376585,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,705.29568,1.3847778043664922,0.0,0.0,0.0,4.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30376589,2019-03-01,0,1,0.0,0.0,9472.168333333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,38600.0,0.006400660639896373,0.04971658031088082,0.04417344559585492,702.23208,2.51099488157821,1160.0,4.9,0.0,4.779844961240309,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30376634,2019-03-01,0,1,0.0,0.0,52409.58499999999,0.0,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,30700.0,0.10727272143322476,0.9564807817589576,0.8537473127035831,721.68168,5.518535185914385,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30376658,2019-12-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,1.357294117647059,0.0,4.9,0.0,4.739534883720929,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376710,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,0.5482121687253815,0.0,0.0,0.0,4.8,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30376782,2019-11-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,8000.0,0.0,0.0,0.0,0.0,6.063140316453053,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30376787,2019-05-01,0,1,0.0,0.0,4.516666666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,35.76470588235294,0.0,0.0,4.0,4.453271028037383,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376801,2019-08-01,0,1,0.0,0.0,6005.496666666668,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,3.266264074140291,4132.0,4.6,4.0,4.219528071602928,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30376817,2019-05-01,0,1,0.0,0.0,270.87833333333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,10.531333565864433,0.0,0.0,0.0,4.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30376880,2019-06-01,0,1,0.0,0.0,1613.313333333333,-788.5966666666667,0.0,0.0,0.0,0.0,014I,14,STRUCTURAL OFFENDER,2500.0,0.18064870735999997,0.395864,0.2713984000000001,0.0,4.592698448992037,3661.0,4.6,3.0,4.3853035143769965,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30376888,2019-09-01,0,1,0.0,0.0,5989.653333333333,-633.3633333333332,-50.7,-50.7,0.0,0.0,028I,28,EXCELLENT,34000.0,0.057169002823529415,0.1043629411764706,0.0611004705882353,721.68168,6.997838171710932,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30376891,2019-07-01,0,1,0.0,0.0,44.32166666666666,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,0.01,0.0,0.0,0.0,592.781,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30376908,2019-01-01,0,1,0.0,0.0,3713.92,466.125,0.0,0.0,0.0,0.0,028I,28,GOOD,6800.0,0.010793054280882355,0.025866176470588236,0.009723161764705885,697.1844,7.346440550125977,0.0,0.0,3.5,3.9691489361702126,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30377017,2019-07-01,0,1,0.0,0.0,1753.2316666666666,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.25640064715999994,0.683056,0.307804,680.0964799999999,1.7016951278513452,714.0,4.7,4.0,4.445714285714286,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30377052,2019-08-01,0,1,0.0,0.0,4311.158333333334,-149.28333333333333,-895.7,-895.7,0.0,0.0,014I,14,GOOD,3100.0,0.2847099198064516,0.7780258064516129,0.4816846774193549,721.68168,0.9318526781632323,0.0,0.0,4.5,4.149586776859504,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30377082,2019-10-01,0,1,0.0,0.0,462.3766666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.15287773247999994,0.264792,0.132396,708.6516799999998,1.5830514844043593,0.0,0.0,0.0,3.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30377134,2019-03-01,0,1,0.0,0.0,20310.66833333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,7700.0,0.3914304492207792,1.4201805194805197,1.0754146103896105,636.0634,6.8920565254971695,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30377145,2019-05-01,0,1,0.0,0.0,53.44166666666666,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,708.6516799999998,4.711111111111111,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30377150,2019-06-01,0,1,0.0,0.0,140.36,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.829268292682927,0.0,4.7,0.0,4.5007633587786255,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30377157,2019-10-01,0,1,0.0,0.0,4562.865000000002,0.0,0.0,0.0,0.0,0.0,021I,21,GOOD,9200.0,0.17548315217391305,0.35096630434782605,0.2632247282608696,702.23208,1.40804690899929,0.0,0.0,0.0,4.2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30377161,2019-05-01,0,1,0.0,0.0,15728.51,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,15100.0,0.1753780934437086,0.8269913907284768,0.5809331125827815,721.68168,2.837398255844126,0.0,0.0,3.5,4.220754716981132,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30377241,2019-08-01,0,2,0.0,0.0,7470.423333333332,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,1.6963214865870135,0.0,0.0,0.0,2.2,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
30377289,2019-10-01,0,1,0.0,0.0,82.795,0.0,0.0,0.0,0.0,0.0,030I,30,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,0.6130900029316917,2917.0,0.0,3.0,3.665217391304348,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30377295,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30377309,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,0.01,0.0,0.0,0.0,0.0,1.1191806331471137,5765.0,4.6,4.5,4.48384074941452,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30377362,2019-03-01,0,1,0.0,0.0,946.8733333333333,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.16544373308,0.368596,0.124751,721.68168,1.3761247693987426,0.0,0.0,0.0,3.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30377364,2019-12-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,1.4234614054445744,1091.0,4.7,4.0,4.431923076923078,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30377381,2019-03-01,0,1,0.0,0.0,20700.965,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,14700.0,0.156373187414966,0.8951503401360543,0.7628391156462585,640.0844,3.8560841289608416,0.0,4.9,0.0,4.514457831325301,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30377410,2019-03-01,0,1,0.0,0.0,3518.03,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3400.0,0.04669385097058825,0.3987588235294118,0.3295551470588235,634.6306,2.8823999800084947,0.0,4.0,3.5,3.904560260586319,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30377698,2019-06-01,0,1,5989.98,1.3539427510609383,8110.089999999998,-8.595,0.0,0.0,0.0,0.0,014I,14,AVERAGE,4000.0,0.0608622472,0.3557375,0.3020545,621.5778,1.1002279516912314,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30377701,2019-04-01,0,1,0.0,0.0,5816.005,-53.63333333333333,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,17200.0,0.06884929616279069,0.3367744186046512,0.24719069767441865,621.5668000000002,2.6307737234429958,0.0,0.0,4.0,4.136036036036036,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30377726,2019-05-01,0,2,0.0,0.0,4347.200000000002,454.48,0.0,0.0,0.0,0.0,014I,14,AVERAGE,2800.0,0.165599999,0.4284821428571429,0.23522857142857145,721.68168,1.9605695706604462,0.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
30377818,2019-08-01,0,1,0.0,0.0,905.1483333333334,275.2316666666667,221.48,221.48,0.0,0.0,014I,14,AVERAGE,2500.0,0.06239935276000001,0.151788,0.082243,689.20208,1.781739598064015,0.0,0.0,0.0,4.8,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
